08:36:27.299|I|| --------- Sistema Inicializando --------- 
08:47:18.872QIODevice::write (QSerialPort): device not open
08:47:18.872QIODevice::write (QSerialPort): device not open
08:47:19.372QIODevice::write (QSerialPort): device not open
08:47:19.373QIODevice::write (QSerialPort): device not open
08:47:19.872QIODevice::write (QSerialPort): device not open
08:47:19.872QIODevice::write (QSerialPort): device not open
08:47:20.372QIODevice::write (QSerialPort): device not open
08:47:20.372QIODevice::write (QSerialPort): device not open
08:47:20.872QIODevice::write (QSerialPort): device not open
08:47:20.872QIODevice::write (QSerialPort): device not open
08:47:21.372QIODevice::write (QSerialPort): device not open
08:47:21.373QIODevice::write (QSerialPort): device not open
08:47:21.872QIODevice::write (QSerialPort): device not open
08:47:21.872QIODevice::write (QSerialPort): device not open
08:47:22.372QIODevice::write (QSerialPort): device not open
08:47:22.372QIODevice::write (QSerialPort): device not open
08:47:22.872QIODevice::write (QSerialPort): device not open
08:47:22.872QIODevice::write (QSerialPort): device not open
08:47:23.372QIODevice::write (QSerialPort): device not open
08:47:23.372QIODevice::write (QSerialPort): device not open
08:47:23.872QIODevice::write (QSerialPort): device not open
08:47:23.872QIODevice::write (QSerialPort): device not open
08:47:24.372QIODevice::write (QSerialPort): device not open
08:47:24.372QIODevice::write (QSerialPort): device not open
08:47:24.872QIODevice::write (QSerialPort): device not open
08:47:24.872QIODevice::write (QSerialPort): device not open
08:47:25.374QIODevice::write (QSerialPort): device not open
08:47:25.374QIODevice::write (QSerialPort): device not open
08:47:25.872QIODevice::write (QSerialPort): device not open
08:47:25.872QIODevice::write (QSerialPort): device not open
08:47:26.372QIODevice::write (QSerialPort): device not open
08:47:26.372QIODevice::write (QSerialPort): device not open
08:47:26.872QIODevice::write (QSerialPort): device not open
08:47:26.872QIODevice::write (QSerialPort): device not open
08:47:27.371QIODevice::write (QSerialPort): device not open
08:47:27.371QIODevice::write (QSerialPort): device not open
08:47:27.872QIODevice::write (QSerialPort): device not open
08:47:27.872QIODevice::write (QSerialPort): device not open
08:47:28.372QIODevice::write (QSerialPort): device not open
08:47:28.372QIODevice::write (QSerialPort): device not open
08:47:28.872QIODevice::write (QSerialPort): device not open
08:47:28.872QIODevice::write (QSerialPort): device not open
08:47:29.372QIODevice::write (QSerialPort): device not open
08:47:29.372QIODevice::write (QSerialPort): device not open
08:47:29.872QIODevice::write (QSerialPort): device not open
08:47:29.873QIODevice::write (QSerialPort): device not open
08:47:30.371QIODevice::write (QSerialPort): device not open
08:47:30.372QIODevice::write (QSerialPort): device not open
08:47:30.872QIODevice::write (QSerialPort): device not open
08:47:30.872QIODevice::write (QSerialPort): device not open
08:47:31.372QIODevice::write (QSerialPort): device not open
08:47:31.372QIODevice::write (QSerialPort): device not open
08:47:31.872QIODevice::write (QSerialPort): device not open
08:47:31.873QIODevice::write (QSerialPort): device not open
08:47:32.371QIODevice::write (QSerialPort): device not open
08:47:32.372QIODevice::write (QSerialPort): device not open
08:47:32.872QIODevice::write (QSerialPort): device not open
08:47:32.872QIODevice::write (QSerialPort): device not open
08:47:33.372QIODevice::write (QSerialPort): device not open
08:47:33.372QIODevice::write (QSerialPort): device not open
08:47:33.884QIODevice::write (QSerialPort): device not open
08:47:33.885QIODevice::write (QSerialPort): device not open
08:47:34.371QIODevice::write (QSerialPort): device not open
08:47:34.371QIODevice::write (QSerialPort): device not open
08:47:34.871QIODevice::write (QSerialPort): device not open
08:47:34.872QIODevice::write (QSerialPort): device not open
08:47:35.375QIODevice::write (QSerialPort): device not open
08:47:35.375QIODevice::write (QSerialPort): device not open
08:47:35.871QIODevice::write (QSerialPort): device not open
08:47:35.872QIODevice::write (QSerialPort): device not open
08:47:36.372QIODevice::write (QSerialPort): device not open
08:47:36.372QIODevice::write (QSerialPort): device not open
08:47:36.873QIODevice::write (QSerialPort): device not open
08:47:36.874QIODevice::write (QSerialPort): device not open
08:47:37.371QIODevice::write (QSerialPort): device not open
08:47:37.372QIODevice::write (QSerialPort): device not open
08:47:37.872QIODevice::write (QSerialPort): device not open
08:47:37.872QIODevice::write (QSerialPort): device not open
08:47:38.371QIODevice::write (QSerialPort): device not open
08:47:38.372QIODevice::write (QSerialPort): device not open
08:47:38.871QIODevice::write (QSerialPort): device not open
08:47:38.872QIODevice::write (QSerialPort): device not open
08:47:39.373QIODevice::write (QSerialPort): device not open
08:47:39.373QIODevice::write (QSerialPort): device not open
08:47:39.871QIODevice::write (QSerialPort): device not open
08:47:39.872QIODevice::write (QSerialPort): device not open
08:47:40.372QIODevice::write (QSerialPort): device not open
08:47:40.373QIODevice::write (QSerialPort): device not open
08:47:40.871QIODevice::write (QSerialPort): device not open
08:47:40.872QIODevice::write (QSerialPort): device not open
08:47:41.372QIODevice::write (QSerialPort): device not open
08:47:41.372QIODevice::write (QSerialPort): device not open
08:47:41.872QIODevice::write (QSerialPort): device not open
08:47:41.872QIODevice::write (QSerialPort): device not open
08:47:42.372QIODevice::write (QSerialPort): device not open
08:47:42.373QIODevice::write (QSerialPort): device not open
08:47:42.872QIODevice::write (QSerialPort): device not open
08:47:42.873QIODevice::write (QSerialPort): device not open
08:47:43.372QIODevice::write (QSerialPort): device not open
08:47:43.373QIODevice::write (QSerialPort): device not open
08:47:43.871QIODevice::write (QSerialPort): device not open
08:47:43.872QIODevice::write (QSerialPort): device not open
08:47:44.372QIODevice::write (QSerialPort): device not open
08:47:44.373QIODevice::write (QSerialPort): device not open
08:47:44.872QIODevice::write (QSerialPort): device not open
08:47:44.873QIODevice::write (QSerialPort): device not open
08:47:45.372QIODevice::write (QSerialPort): device not open
08:47:45.373QIODevice::write (QSerialPort): device not open
08:47:45.872QIODevice::write (QSerialPort): device not open
08:47:45.872QIODevice::write (QSerialPort): device not open
08:47:46.372QIODevice::write (QSerialPort): device not open
08:47:46.372QIODevice::write (QSerialPort): device not open
08:47:46.872QIODevice::write (QSerialPort): device not open
08:47:46.872QIODevice::write (QSerialPort): device not open
08:47:47.372QIODevice::write (QSerialPort): device not open
08:47:47.372QIODevice::write (QSerialPort): device not open
08:47:47.873QIODevice::write (QSerialPort): device not open
08:47:47.873QIODevice::write (QSerialPort): device not open
08:47:48.373QIODevice::write (QSerialPort): device not open
08:47:48.373QIODevice::write (QSerialPort): device not open
08:47:48.872QIODevice::write (QSerialPort): device not open
08:47:48.873QIODevice::write (QSerialPort): device not open
08:47:49.372QIODevice::write (QSerialPort): device not open
08:47:49.372QIODevice::write (QSerialPort): device not open
08:47:49.872QIODevice::write (QSerialPort): device not open
08:47:49.872QIODevice::write (QSerialPort): device not open
08:47:50.372QIODevice::write (QSerialPort): device not open
08:47:50.372QIODevice::write (QSerialPort): device not open
08:47:50.873QIODevice::write (QSerialPort): device not open
08:47:50.873QIODevice::write (QSerialPort): device not open
08:47:51.372QIODevice::write (QSerialPort): device not open
08:47:51.373QIODevice::write (QSerialPort): device not open
08:47:51.872QIODevice::write (QSerialPort): device not open
08:47:51.873QIODevice::write (QSerialPort): device not open
08:47:52.372QIODevice::write (QSerialPort): device not open
08:47:52.373QIODevice::write (QSerialPort): device not open
08:47:52.872QIODevice::write (QSerialPort): device not open
08:47:52.873QIODevice::write (QSerialPort): device not open
08:47:53.372QIODevice::write (QSerialPort): device not open
08:47:53.372QIODevice::write (QSerialPort): device not open
08:47:53.872QIODevice::write (QSerialPort): device not open
08:47:53.872QIODevice::write (QSerialPort): device not open
08:47:54.372QIODevice::write (QSerialPort): device not open
08:47:54.372QIODevice::write (QSerialPort): device not open
08:47:54.872QIODevice::write (QSerialPort): device not open
08:47:54.872QIODevice::write (QSerialPort): device not open
08:47:55.372QIODevice::write (QSerialPort): device not open
08:47:55.372QIODevice::write (QSerialPort): device not open
08:47:55.872QIODevice::write (QSerialPort): device not open
08:47:55.872QIODevice::write (QSerialPort): device not open
08:47:56.373QIODevice::write (QSerialPort): device not open
08:47:56.373QIODevice::write (QSerialPort): device not open
08:47:56.872QIODevice::write (QSerialPort): device not open
08:47:56.873QIODevice::write (QSerialPort): device not open
08:47:57.372QIODevice::write (QSerialPort): device not open
08:47:57.373QIODevice::write (QSerialPort): device not open
08:47:57.872QIODevice::write (QSerialPort): device not open
08:47:57.872QIODevice::write (QSerialPort): device not open
08:47:58.372QIODevice::write (QSerialPort): device not open
08:47:58.372QIODevice::write (QSerialPort): device not open
08:47:58.872QIODevice::write (QSerialPort): device not open
08:47:58.872QIODevice::write (QSerialPort): device not open
08:47:59.373QIODevice::write (QSerialPort): device not open
08:47:59.373QIODevice::write (QSerialPort): device not open
08:47:59.871QIODevice::write (QSerialPort): device not open
08:47:59.872QIODevice::write (QSerialPort): device not open
08:48:00.371QIODevice::write (QSerialPort): device not open
08:48:00.372QIODevice::write (QSerialPort): device not open
08:48:00.871QIODevice::write (QSerialPort): device not open
08:48:00.871QIODevice::write (QSerialPort): device not open
08:48:01.371QIODevice::write (QSerialPort): device not open
08:48:01.372QIODevice::write (QSerialPort): device not open
08:48:01.872QIODevice::write (QSerialPort): device not open
08:48:01.873QIODevice::write (QSerialPort): device not open
08:48:02.371QIODevice::write (QSerialPort): device not open
08:48:02.372QIODevice::write (QSerialPort): device not open
08:48:02.872QIODevice::write (QSerialPort): device not open
08:48:02.872QIODevice::write (QSerialPort): device not open
08:48:03.371QIODevice::write (QSerialPort): device not open
08:48:03.372QIODevice::write (QSerialPort): device not open
08:48:03.872QIODevice::write (QSerialPort): device not open
08:48:03.872QIODevice::write (QSerialPort): device not open
08:48:04.372QIODevice::write (QSerialPort): device not open
08:48:04.372QIODevice::write (QSerialPort): device not open
08:48:04.872QIODevice::write (QSerialPort): device not open
08:48:04.872QIODevice::write (QSerialPort): device not open
08:48:05.372QIODevice::write (QSerialPort): device not open
08:48:05.372QIODevice::write (QSerialPort): device not open
08:48:05.872QIODevice::write (QSerialPort): device not open
08:48:05.872QIODevice::write (QSerialPort): device not open
08:48:06.372QIODevice::write (QSerialPort): device not open
08:48:06.372QIODevice::write (QSerialPort): device not open
08:48:06.871QIODevice::write (QSerialPort): device not open
08:48:06.872QIODevice::write (QSerialPort): device not open
08:48:07.372QIODevice::write (QSerialPort): device not open
08:48:07.373QIODevice::write (QSerialPort): device not open
08:48:07.872QIODevice::write (QSerialPort): device not open
08:48:07.873QIODevice::write (QSerialPort): device not open
08:48:08.372QIODevice::write (QSerialPort): device not open
08:48:08.373QIODevice::write (QSerialPort): device not open
08:48:08.872QIODevice::write (QSerialPort): device not open
08:48:08.872QIODevice::write (QSerialPort): device not open
08:48:09.373QIODevice::write (QSerialPort): device not open
08:48:09.373QIODevice::write (QSerialPort): device not open
08:48:09.872QIODevice::write (QSerialPort): device not open
08:48:09.873QIODevice::write (QSerialPort): device not open
08:48:10.372QIODevice::write (QSerialPort): device not open
08:48:10.372QIODevice::write (QSerialPort): device not open
08:48:10.872QIODevice::write (QSerialPort): device not open
08:48:10.873QIODevice::write (QSerialPort): device not open
08:48:11.067|I|2| --------- Sistema Desligando --------- 
08:54:12.977|I|| --------- Sistema Inicializando --------- 
08:54:12.977QIODevice::write (QSerialPort): device not open
08:54:12.977|E||Porta serial ttyUSB0 indisponivel para uso
08:54:12.983libpng warning: iCCP: known incorrect sRGB profile
08:54:13.063libpng warning: iCCP: known incorrect sRGB profile
08:54:15.083|I|2| --------- Sistema Desligando --------- 
